Wall time,Step,Value
1743124373.745938,5000,0.0
1743125247.2382069,10000,0.0
1743126080.918143,15000,0.0
1743126923.4068015,20000,0.0
1743127787.6780257,25000,0.10000000149011612
1743128618.6757622,30000,0.0
1743129489.5768504,35000,0.0
1743130320.494092,40000,0.0
1743131136.4551692,45000,0.0
1743131976.5877304,50000,0.0
1743132790.824238,55000,0.0
1743133613.235285,60000,0.0
1743134441.4417667,65000,0.10000000149011612
1743135265.5020905,70000,0.20000000298023224
1743136093.010106,75000,0.10000000149011612
1743136915.4590716,80000,0.0
1743137728.1569593,85000,0.0
1743138533.33954,90000,0.0
1743139344.2661746,95000,0.10000000149011612
1743140168.3933046,100000,0.0
1743140982.5798678,105000,0.10000000149011612
1743141795.5786114,110000,0.0
1743142598.8475912,115000,0.10000000149011612
1743143408.4662318,120000,0.0
1743144207.3749323,125000,0.10000000149011612
1743145016.9601572,130000,0.0
1743145830.6986895,135000,0.10000000149011612
1743146670.9023323,140000,0.0
1743147481.2290192,145000,0.10000000149011612
1743148313.9586124,150000,0.10000000149011612
1743149113.754607,155000,0.0
1743149928.436303,160000,0.0
1743150748.9892535,165000,0.0
1743151582.127083,170000,0.0
1743152388.9234974,175000,0.20000000298023224
1743153189.8044755,180000,0.10000000149011612
1743154005.9757237,185000,0.0
1743154821.9466338,190000,0.5
1743155639.0006235,195000,0.0
1743156463.5515394,200000,0.0
1743157274.9834886,205000,0.0
1743158085.0669005,210000,0.0
1743158892.729996,215000,0.0
1743159708.7636645,220000,0.0
1743160526.8457923,225000,0.0
1743161340.102726,230000,0.20000000298023224
1743162165.18657,235000,0.0
1743162985.793691,240000,0.0
1743163802.212474,245000,0.10000000149011612
1743164625.1193256,250000,0.0
1743165436.8830166,255000,0.0
1743166262.561677,260000,0.10000000149011612
1743167076.7431407,265000,0.10000000149011612
1743167893.393659,270000,0.10000000149011612
1743168722.812631,275000,0.10000000149011612
1743169534.6686928,280000,0.0
1743170350.1817012,285000,0.0
1743171169.5013866,290000,0.10000000149011612
1743171997.4725976,295000,0.0
1743172846.68559,300000,0.0
1743173661.4446173,305000,0.10000000149011612
1743174473.717949,310000,0.0
1743175287.6906266,315000,0.0
1743176113.2584069,320000,0.0
1743176940.4114883,325000,0.0
1743177757.3694513,330000,0.20000000298023224
1743178604.8190413,335000,0.0
1743179447.467946,340000,0.10000000149011612
1743180268.3286684,345000,0.20000000298023224
1743181089.4722934,350000,0.0
1743181912.5607867,355000,0.10000000149011612
1743182745.9924326,360000,0.0
1743183581.38699,365000,0.10000000149011612
1743184418.8022597,370000,0.0
1743185236.946645,375000,0.30000001192092896
1743186062.735966,380000,0.10000000149011612
1743186894.8991358,385000,0.0
1743187744.2405913,390000,0.10000000149011612
1743188565.6962543,395000,0.0
1743189390.2593555,400000,0.0
1743190218.099517,405000,0.10000000149011612
1743191083.5435424,410000,0.0
1743191910.2339184,415000,0.0
1743192753.438927,420000,0.10000000149011612
1743193578.1569493,425000,0.0
1743194414.6045804,430000,0.0
1743195251.646699,435000,0.0
1743196091.5166054,440000,0.10000000149011612
1743196920.169868,445000,0.10000000149011612
1743197765.67891,450000,0.0
1743198589.40015,455000,0.10000000149011612
1743199410.4325113,460000,0.0
1743200235.0301893,465000,0.10000000149011612
1743201083.5005114,470000,0.10000000149011612
1743201910.609612,475000,0.10000000149011612
1743202746.673429,480000,0.20000000298023224
1743203582.4641862,485000,0.10000000149011612
1743204421.4439332,490000,0.0
1743205257.9757621,495000,0.20000000298023224
1743206090.8260105,500000,0.30000001192092896
1743206941.4413178,505000,0.10000000149011612
1743207769.8590934,510000,0.30000001192092896
1743208603.76876,515000,0.0
1743209440.0739434,520000,0.20000000298023224
1743210277.2946184,525000,0.4000000059604645
1743211114.6568143,530000,0.0
1743211940.924055,535000,0.0
1743212772.1011467,540000,0.0
1743213594.1589758,545000,0.10000000149011612
1743214426.8237772,550000,0.20000000298023224
1743215261.834642,555000,0.20000000298023224
1743216094.3846107,560000,0.20000000298023224
1743216919.9245665,565000,0.20000000298023224
1743217745.1923068,570000,0.10000000149011612
1743218576.5070832,575000,0.0
1743219418.020791,580000,0.0
1743220252.6426353,585000,0.10000000149011612
1743221090.2224813,590000,0.0
1743221920.8066154,595000,0.10000000149011612
1743222766.4218066,600000,0.4000000059604645
1743223608.8864837,605000,0.10000000149011612
1743224447.973766,610000,0.20000000298023224
1743225296.7970142,615000,0.0
1743226134.5066924,620000,0.0
1743226967.750362,625000,0.0
1743227809.5863416,630000,0.10000000149011612
1743228653.3753276,635000,0.0
1743229488.8626568,640000,0.20000000298023224
1743230329.3964784,645000,0.0
1743231174.836584,650000,0.0
1743232020.5284266,655000,0.10000000149011612
1743232866.3642726,660000,0.10000000149011612
1743233713.297601,665000,0.0
1743234557.267983,670000,0.0
1743235391.9674182,675000,0.30000001192092896
1743236251.9762568,680000,0.20000000298023224
1743237101.2369163,685000,0.10000000149011612
1743237952.7115133,690000,0.20000000298023224
1743238790.5087783,695000,0.20000000298023224
1743239633.8561077,700000,0.20000000298023224
1743240476.0575912,705000,0.4000000059604645
1743241314.6671534,710000,0.20000000298023224
1743242157.1359239,715000,0.10000000149011612
1743242999.587987,720000,0.20000000298023224
1743243853.6571782,725000,0.0
1743244758.062877,730000,0.20000000298023224
1743245608.1370635,735000,0.5
1743246454.1099179,740000,0.10000000149011612
1743247296.346046,745000,0.4000000059604645
1743248152.0122733,750000,0.20000000298023224
1743248987.47298,755000,0.30000001192092896
1743249821.646678,760000,0.20000000298023224
1743250671.9861958,765000,0.30000001192092896
1743251513.0053039,770000,0.4000000059604645
1743252356.5260062,775000,0.30000001192092896
1743253205.3974693,780000,0.10000000149011612
1743254059.9477665,785000,0.4000000059604645
1743254909.8806045,790000,0.20000000298023224
1743255785.607752,795000,0.20000000298023224
1743256630.5731645,800000,0.4000000059604645
1743257479.0029845,805000,0.30000001192092896
1743258336.1678798,810000,0.4000000059604645
1743259204.241559,815000,0.20000000298023224
1743260056.8722544,820000,0.699999988079071
1743260916.7059207,825000,0.10000000149011612
1743261756.4751914,830000,0.20000000298023224
1743262606.171288,835000,0.20000000298023224
1743263453.9158776,840000,0.30000001192092896
1743264306.5859928,845000,0.0
1743265153.5078428,850000,0.20000000298023224
1743266004.9582572,855000,0.20000000298023224
1743266861.9618828,860000,0.30000001192092896
1743267709.2192376,865000,0.20000000298023224
1743268573.754192,870000,0.4000000059604645
1743269433.0046434,875000,0.30000001192092896
1743270280.4959185,880000,0.0
1743271139.8732607,885000,0.30000001192092896
1743272013.298124,890000,0.30000001192092896
1743272871.7151945,895000,0.10000000149011612
1743273726.7645044,900000,0.20000000298023224
1743274579.6124148,905000,0.20000000298023224
1743275423.6380816,910000,0.30000001192092896
1743276278.9199336,915000,0.30000001192092896
1743277154.1940236,920000,0.5
1743278004.143773,925000,0.20000000298023224
1743278860.692721,930000,0.20000000298023224
1743279713.7172616,935000,0.20000000298023224
1743280562.4008107,940000,0.5
1743281402.483452,945000,0.30000001192092896
1743282261.176679,950000,0.4000000059604645
1743283117.4825842,955000,0.30000001192092896
1743283993.5589502,960000,0.4000000059604645
1743284845.524764,965000,0.5
1743285712.63804,970000,0.10000000149011612
1743286560.6913779,975000,0.6000000238418579
1743287413.2042642,980000,0.6000000238418579
1743288274.3938813,985000,0.10000000149011612
1743289128.3318899,990000,0.10000000149011612
1743289988.0245569,995000,0.4000000059604645
1743290843.884909,1000000,0.10000000149011612
1743290915.6714804,1000002,0.5
