Wall time,Step,Value
1743471807.1027443,5000,0.0
1743472576.707682,10000,0.10000000149011612
1743473330.9478593,15000,0.0
1743474094.8334413,20000,0.0
1743474864.253001,25000,0.0
1743475624.6977613,30000,0.10000000149011612
1743476379.0390716,35000,0.0
1743477135.7514312,40000,0.0
1743477886.5664756,45000,0.0
1743478638.3103244,50000,0.0
1743479425.7529294,55000,0.10000000149011612
1743480183.1931581,60000,0.0
1743480950.6798801,65000,0.10000000149011612
1743481771.8591998,70000,0.0
1743482573.4715552,75000,0.0
1743483316.7800188,80000,0.0
1743484177.2582784,85000,0.0
1743484934.3462453,90000,0.10000000149011612
1743485752.3713186,95000,0.0
1743486551.296942,100000,0.20000000298023224
1743487310.0059385,105000,0.0
1743488059.5974476,110000,0.0
1743488855.7943587,115000,0.10000000149011612
1743489628.8309157,120000,0.10000000149011612
1743490391.0553439,125000,0.0
1743491226.517188,130000,0.0
1743492003.3141146,135000,0.0
1743492761.2804036,140000,0.0
1743493565.0956223,145000,0.0
1743494340.0267303,150000,0.0
1743495169.3088806,155000,0.0
1743495929.905212,160000,0.0
1743496710.0643632,165000,0.20000000298023224
1743497474.9212165,170000,0.20000000298023224
1743498236.279202,175000,0.0
1743499010.0046005,180000,0.10000000149011612
1743499772.3604052,185000,0.0
1743500556.6021173,190000,0.0
1743501330.7351508,195000,0.0
1743502100.5430946,200000,0.0
1743502856.3332107,205000,0.0
1743503627.1963599,210000,0.0
1743504413.3069901,215000,0.10000000149011612
1743505263.7932863,220000,0.0
1743506044.3910666,225000,0.0
1743506820.6285548,230000,0.10000000149011612
1743507609.841302,235000,0.0
1743508387.3076122,240000,0.0
1743509172.22921,245000,0.0
1743510008.8930123,250000,0.10000000149011612
1743510773.8884969,255000,0.0
1743511563.4417639,260000,0.0
1743512361.620223,265000,0.0
1743513134.682463,270000,0.0
1743513911.7846007,275000,0.0
1743514699.3559053,280000,0.0
1743515512.616926,285000,0.0
1743516297.7392619,290000,0.0
1743517090.636434,295000,0.0
1743517956.7387965,300000,0.10000000149011612
1743518746.925565,305000,0.30000001192092896
1743519532.0138512,310000,0.10000000149011612
1743520313.433468,315000,0.10000000149011612
1743521112.87206,320000,0.0
1743521983.2836597,325000,0.0
1743522777.4314895,330000,0.0
1743523569.0882142,335000,0.0
1743524351.1273663,340000,0.10000000149011612
1743525139.8850875,345000,0.20000000298023224
1743525929.9710789,350000,0.0
1743526727.7900288,355000,0.20000000298023224
1743527512.8638852,360000,0.10000000149011612
1743528308.4538882,365000,0.30000001192092896
1743529101.537531,370000,0.10000000149011612
1743529912.3490496,375000,0.0
1743530714.2530224,380000,0.0
1743531507.108754,385000,0.0
1743532301.882154,390000,0.0
1743533090.8790913,395000,0.0
1743533882.9721384,400000,0.0
1743534678.3588698,405000,0.0
1743535485.004687,410000,0.0
1743536281.4864485,415000,0.0
1743537076.9659529,420000,0.0
1743537877.5792549,425000,0.10000000149011612
1743538681.3114576,430000,0.30000001192092896
1743539469.4361649,435000,0.0
1743540285.5873644,440000,0.0
1743541080.083194,445000,0.10000000149011612
1743541887.2139153,450000,0.10000000149011612
1743542705.6766071,455000,0.10000000149011612
1743543507.1178606,460000,0.20000000298023224
1743544299.4963646,465000,0.0
1743545115.904209,470000,0.10000000149011612
1743545918.3345196,475000,0.20000000298023224
1743546716.9034305,480000,0.0
1743547516.059779,485000,0.20000000298023224
1743548318.6153758,490000,0.0
1743549136.0973191,495000,0.0
1743549943.2974498,500000,0.0
1743550758.3342118,505000,0.20000000298023224
1743551557.4042304,510000,0.0
1743552371.399483,515000,0.0
1743553180.979697,520000,0.10000000149011612
1743553976.6245656,525000,0.0
1743554786.1786342,530000,0.0
1743555604.9023645,535000,0.30000001192092896
1743556418.8961349,540000,0.0
1743557210.3010435,545000,0.0
1743558018.9189758,550000,0.0
1743558817.9555051,555000,0.0
1743559629.005859,560000,0.20000000298023224
1743560438.1327097,565000,0.20000000298023224
1743561259.596931,570000,0.20000000298023224
1743562063.1524808,575000,0.30000001192092896
1743562874.4843695,580000,0.30000001192092896
1743563721.8672407,585000,0.5
1743564534.1503882,590000,0.20000000298023224
1743565348.4038672,595000,0.0
1743566167.6879709,600000,0.20000000298023224
1743566980.8132913,605000,0.10000000149011612
1743567802.5041454,610000,0.10000000149011612
1743568656.5113733,615000,0.30000001192092896
1743569474.4366765,620000,0.10000000149011612
1743570286.6924329,625000,0.20000000298023224
1743571099.1561942,630000,0.20000000298023224
1743571916.874152,635000,0.30000001192092896
1743572732.955779,640000,0.20000000298023224
1743573541.956684,645000,0.10000000149011612
1743574349.9612231,650000,0.30000001192092896
1743575155.7622628,655000,0.10000000149011612
1743575967.0151017,660000,0.30000001192092896
1743576774.0474732,665000,0.20000000298023224
1743577634.9247525,670000,0.20000000298023224
1743578458.8710778,675000,0.20000000298023224
1743579297.5741978,680000,0.6000000238418579
1743580114.3353493,685000,0.4000000059604645
1743580934.8882496,690000,0.10000000149011612
1743581756.5253537,695000,0.800000011920929
1743582591.2981071,700000,0.6000000238418579
1743583398.0617387,705000,0.10000000149011612
1743584203.258805,710000,0.4000000059604645
1743585021.4010022,715000,0.30000001192092896
1743585860.9636836,720000,0.30000001192092896
